Anio,Aereo,Apa Qui,Autoconsumos,Autoproductores,Autoconsumos Energía,Bunker,Canales Informales,CF Agropecuario,CF Comercial & Publico,CF Construcciones,CF Industrial,Cf No Identi,Cod Energetico,Con Final,Con No Ener,Con Pro Elec,Con Pro Hidro,Con Pro Hid Extr,Con Pro Hid Mer,Coq Rf,Ct Carboneras,Ct Cen Aut Cog,Ct Cen Elo,Ct Cen Hidro,Ct Cen Plabio,Ct Cen Sol,Ct Cen Ter,Ct Cen Trat,Ct Coquerias,Ct Plan Des,Ct Refinerias,Insumos Transformaciòn,Desc Energetico,Exportaciones,Ext Primaria Prod Trans,Ferroviario,Fluvial,Importacion,No Aprovechados,Oferta Interna Bruta,Oferta Int Con Final,Perdidas,Productos Transformacion,Reinyeccion,Sigla,Tipo Energetico,Total Carretero,Transferencias,Unidades Originales,Var Inventario
2015,0,0,0,0,0,0,0,0,0,0,-3582748214,0,11,-3582748214,0,0,0,0,0,0,0,0,-2333222123,0,-1851332252,0,0,-3159642711,0,-7810595836,0,2658880287,OTROS RENOVABLES,0,2658893935,0,0,0,0,2658893935,0.136485646,0,0,0,OR,Primario,0,0,GBTU,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809.05,0,0,ALCOHOL CARBURANTE,0,2809.05,0,0,0,0,0,0,0,2809.05,0,AC,Secundario,0,-2884.61,kBL,-75.56
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968236074,0,0,ALCOHOL CARBURANTE,0,1968236074,0,0,0,0,0,0,0,1968236074,0,AC,Secundario,0,-202117921,TCal,-5294313655
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8240610793,0,0,ALCOHOL CARBURANTE,0,8240610793,0,0,0,0,0,0,0,8240610793,0,AC,Secundario,0,-8462273117,TJ,-2216623241
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289058554,0,0,ALCOHOL CARBURANTE,0,2289058554,0,0,0,0,0,0,0,2289058554,0,AC,Secundario,0,-2350631421,GWh,-615728678
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968236074,0,0,ALCOHOL CARBURANTE,0,1968236074,0,0,0,0,0,0,0,1968236074,0,AC,Secundario,0,-202117921,KTEP,-5294313655
2015,0,0,0,0,0,0,0,0,0,0,4091.24,0,1,5106.24,1015,0,0,0,0,0,0,-940.11,0,0,0,0,0,0,0,0,0,940.11,Bagazo,0,6120.37,0,0,0,0,6120.37,5180.26,0,0,0,BZ,Primario,0,0,Unidad Original,0
2015,0,1.57,0,0,0,0,0,0,726.73,0,2329.44,920.85,21,8056.26,0,0,0,0,0,2134.1,0,-255.76,0,0,0,0,0,3018.35,0,0,5591.93,255.76,Gas Licuado de Petróleo,228.6,8610.28,0,0,12.39,0,8394.06,8138.3,0,8610.28,0,GL,Secundario,0,0,Unidad Original,0
2015,87.84,1.28,0,0,0,0,6147.54,0,0,0,63.94,6520.5,22,45048.65,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,21209.34,0,Gasolina Motor,0,21209.34,0,14.05,6147.54,0,36389.02,36389.02,0,21209.34,0,GM,Secundario,38362.32,2884.61,Unidad Original,0
2015,10129.95,0,0,0,0,0,0,0,0,0,2.01,379.4,24,10600.84,0,0,0,0,0,0.01,0,0,0,0,0,0,-86.15,0,0,0,7290.51,86.15,Kerosene y Jet Fuel,0,7290.51,0,0,694.6,0,7985.11,7898.95,0,7290.51,0,KJ,Secundario,0,0,Unidad Original,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809.05,0,0,ALCOHOL CARBURANTE,0,2809.05,0,0,0,0,0,0,0,2809.05,0,AC,Secundario,0,-2884.61,Unidad Original,-75.56
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3703.49,0,0,0,0,0,0,0,BIODIESEL,0,3703.49,0,0,0,0,0,0,0,3703.49,0,BI,Secundario,0,-3626.82,Unidad Original,76.67
2015,0,0,0,0,0,0,0,0,0,0,5.83,0,14,5.83,0,0,0,0,0,0,20.27,0,0,0,0,0,0,0,0,0,0,0,CARBÓN LEÑA,14.45,20.27,0,0,0,0,5.83,5.83,0,20.27,0,CL,Secundario,0,0,Unidad Original,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,185133486,0,0,0,0,0,0,0,BIODIESEL,0,185133486,0,0,0,0,0,0,0,185133486,0,BI,Secundario,0,-1813008351,GBTU,3832650925
2015,0,0,0,0,0,0,0,0,0,0,5.83,0,14,5.83,0,0,0,0,0,0,20.27,0,0,0,0,0,0,0,0,0,0,0,CARBÓN LEÑA,14.45,20.27,0,0,0,0,5.83,5.83,0,20.27,0,CL,Secundario,0,0,kTon,0
2015,0,0,0,0,0,0,0,0,0,0,3788915162,0,14,3788915162,0,0,0,0,0,0,1317346661,0,0,0,0,0,0,0,0,0,0,0,CARBÓN LEÑA,9391050444,1317346661,0,0,0,0,3788915162,3788915162,0,1317346661,0,CL,Secundario,0,0,TCal,0
2015,0,1619345324,0,0,0,0,0,0,0,0,1896158119,0,15,1896158119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3841468131,0,0,0,COQUE,3651852319,3841468131,0,0,0,0,1896158119,1896158119,0,3841468131,0,CQ,Secundario,0,0,GBTU,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78105909,0,0,ALCOHOL CARBURANTE,0,78105909,0,0,0,0,0,0,0,78105909,0,AC,Secundario,0,-8020686216,GBTU,-2100953164
2015,0,2.65,0,0,0,0,0,0,0,0,459.38,12155.27,16,48801.09,0,0,0,0,0,1.92,0,-2000.31,0,0,0,0,-2181.63,0,0,0,16632.45,4181.95,Diesel Oil,0,16632.45,0,17.85,15581.12,0,35840.39,31658.45,0,16632.45,0,DO,Secundario,35350.65,3626.82,kBL,0
2015,0,3589316919,0,0,0,0,0,0,0,0,622211474,1646381746,16,6609908604,0,0,0,0,0,2600561692,0,-2709338312,0,0,0,0,-2954928857,0,0,0,2252797517,5664280713,Diesel Oil,0,2252797517,0,2417709698,2110399156,0,4854434649,4288007933,0,2252797517,0,DO,Secundario,4788101364,4912379769,TCal,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3703.49,0,0,0,0,0,0,0,BIODIESEL,0,3703.49,0,0,0,0,0,0,0,3703.49,0,BI,Secundario,0,-3626.82,kBL,76.67
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4665286023,0,0,0,0,0,0,0,BIODIESEL,0,4665286023,0,0,0,0,0,0,0,4665286023,0,BI,Secundario,0,-4568704831,TCal,9658119218
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1953261952,0,0,0,0,0,0,0,BIODIESEL,0,1953261952,0,0,0,0,0,0,0,1953261952,0,BI,Secundario,0,-1912825339,TJ,4043661354
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5425727645,0,0,0,0,0,0,0,BIODIESEL,0,5425727645,0,0,0,0,0,0,0,5425727645,0,BI,Secundario,0,-5313403719,GWh,1123239265
2015,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4665286023,0,0,0,0,0,0,0,BIODIESEL,0,4665286023,0,0,0,0,0,0,0,4665286023,0,BI,Secundario,0,-4568704831,KTEP,9658119218
